species;family;male;female;tot_adult;subadult_male;subadult_female;tot_subadult;juvenil;individuals_immatur;tot_individuals;month;year;date;trapnum;succession;ycoor;xcoor;latitude;longitude;height;tot_plants;mean_t;mean_k;mean_l;mean_f;mean_r;mean_n;mean_w;mean_h;mean_d
Trochosaruricola;Lycosidae;12;1;13;0;0;0;0;0;13;Apr;2019;01.-30.04.2019;Sel12;S1;2603570;1197068;46.92469;7.4855;508;10;3,4;2,9;3,3;4;3,7;3,7;2,6;2,6;1,6
Pardosaamentata;Lycosidae;12;2;14;0;0;0;0;0;14;Apr;2019;01.-30.04.2019;Sel12;S1;2603570;1197068;46.92469;7.4855;508;10;3,4;2,9;3,3;4;3,7;3,7;2,6;2,6;1,6
Pardosahortensis;Lycosidae;11;7;18;0;0;0;0;0;18;Apr;2019;01.-30.04.2019;Sel12;S1;2603570;1197068;46.92469;7.4855;508;10;3,4;2,9;3,3;4;3,7;3,7;2,6;2,6;1,6
Alopecosapulverulenta;Lycosidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel12;S1;2603570;1197068;46.92469;7.4855;508;10;3,4;2,9;3,3;4;3,7;3,7;2,6;2,6;1,6
Pardosatenuipes;Lycosidae;2;1;3;0;0;0;0;0;3;Apr;2019;01.-30.04.2019;Sel12;S1;2603570;1197068;46.92469;7.4855;508;10;3,4;2,9;3,3;4;3,7;3,7;2,6;2,6;1,6
Mermessustrilobatus;Linyphiidae;0;1;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel12;S1;2603570;1197068;46.92469;7.4855;508;10;3,4;2,9;3,3;4;3,7;3,7;2,6;2,6;1,6
Walckenaeriaalticeps;Linyphiidae;0;1;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel12;S1;2603570;1197068;46.92469;7.4855;508;10;3,4;2,9;3,3;4;3,7;3,7;2,6;2,6;1,6
NA;Gnaphosidae;0;0;0;0;0;0;1;1;1;Apr;2019;01.-30.04.2019;Sel12;S1;2603570;1197068;46.92469;7.4855;508;10;3,4;2,9;3,3;4;3,7;3,7;2,6;2,6;1,6
Trochosaterricola;Lycosidae;13;6;19;0;0;0;0;0;19;Apr;2019;01.-30.04.2019;Sel13;S1;2603428;1197127;46.92523;7.48364;508;14;3,7;2,9;3,1;3,5;3,6;3,4;2,6;3;1,6
Trochosaspinipalpis;Lycosidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel13;S1;2603428;1197127;46.92523;7.48364;508;14;3,7;2,9;3,1;3,5;3,6;3,4;2,6;3;1,6
NA;Lycosidae;0;0;0;0;3;3;3;6;6;Apr;2019;01.-30.04.2019;Sel13;S1;2603428;1197127;46.92523;7.48364;508;14;3,7;2,9;3,1;3,5;3,6;3,4;2,6;3;1,6
Pardosaamentata;Lycosidae;1;1;2;0;0;0;0;0;2;Apr;2019;01.-30.04.2019;Sel13;S1;2603428;1197127;46.92523;7.48364;508;14;3,7;2,9;3,1;3,5;3,6;3,4;2,6;3;1,6
Pardosahortensis;Lycosidae;8;0;8;0;0;0;0;0;8;Apr;2019;01.-30.04.2019;Sel13;S1;2603428;1197127;46.92523;7.48364;508;14;3,7;2,9;3,1;3,5;3,6;3,4;2,6;3;1,6
Pardosasaltans;Lycosidae;8;1;9;0;0;0;0;0;9;Apr;2019;01.-30.04.2019;Sel13;S1;2603428;1197127;46.92523;7.48364;508;14;3,7;2,9;3,1;3,5;3,6;3,4;2,6;3;1,6
Hygrolycosarubrofasciata;Lycosidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel13;S1;2603428;1197127;46.92523;7.48364;508;14;3,7;2,9;3,1;3,5;3,6;3,4;2,6;3;1,6
Agroecabrunnea;Liocranidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel13;S1;2603428;1197127;46.92523;7.48364;508;14;3,7;2,9;3,1;3,5;3,6;3,4;2,6;3;1,6
Trachyzelotespedestris;Gnaphosidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel13;S1;2603428;1197127;46.92523;7.48364;508;14;3,7;2,9;3,1;3,5;3,6;3,4;2,6;3;1,6
Zelotesapricorum;Gnaphosidae;3;4;7;0;0;0;0;0;7;Apr;2019;01.-30.04.2019;Sel13;S1;2603428;1197127;46.92523;7.48364;508;14;3,7;2,9;3,1;3,5;3,6;3,4;2,6;3;1,6
NA;Gnaphosidae;0;0;0;0;0;0;2;2;2;Apr;2019;01.-30.04.2019;Sel13;S1;2603428;1197127;46.92523;7.48364;508;14;3,7;2,9;3,1;3,5;3,6;3,4;2,6;3;1,6
NA;Tetragnathidae;0;0;0;0;0;0;1;1;1;Apr;2019;01.-30.04.2019;Sel13;S1;2603428;1197127;46.92523;7.48364;508;14;3,7;2,9;3,1;3,5;3,6;3,4;2,6;3;1,6
Nerieneclathrata;Linyphiidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel13;S1;2603428;1197127;46.92523;7.48364;508;14;3,7;2,9;3,1;3,5;3,6;3,4;2,6;3;1,6
NA;Lycosidae;0;0;0;1;5;6;3;9;9;Apr;2019;01.-30.04.2019;Sel14;S1;2603339;1197130;46.92525;7.48247;508;10;3,6;3;3,2;3,9;3,6;3,3;2,6;3;1,4
Robertusneglectus;Theridiidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel14;S1;2603339;1197130;46.92525;7.48247;508;10;3,6;3;3,2;3,9;3,6;3,3;2,6;3;1,4
Walckenaeriaalticeps;Linyphiidae;0;1;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel14;S1;2603339;1197130;46.92525;7.48247;508;10;3,6;3;3,2;3,9;3,6;3,3;2,6;3;1,4
Trochosaruricola;Lycosidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel14;S1;2603339;1197130;46.92525;7.48247;508;10;3,6;3;3,2;3,9;3,6;3,3;2,6;3;1,4
Trochosaspinipalpis;Lycosidae;2;0;2;0;0;0;0;0;2;Apr;2019;01.-30.04.2019;Sel14;S1;2603339;1197130;46.92525;7.48247;508;10;3,6;3;3,2;3,9;3,6;3,3;2,6;3;1,4
Pardosaamentata;Lycosidae;5;0;5;0;0;0;0;0;5;Apr;2019;01.-30.04.2019;Sel14;S1;2603339;1197130;46.92525;7.48247;508;10;3,6;3;3,2;3,9;3,6;3,3;2,6;3;1,4
Pardosahortensis;Lycosidae;2;0;2;0;0;0;0;0;2;Apr;2019;01.-30.04.2019;Sel14;S1;2603339;1197130;46.92525;7.48247;508;10;3,6;3;3,2;3,9;3,6;3,3;2,6;3;1,4
Pardosatenuipes;Lycosidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel14;S1;2603339;1197130;46.92525;7.48247;508;10;3,6;3;3,2;3,9;3,6;3,3;2,6;3;1,4
Pardosasaltans;Lycosidae;45;1;46;0;0;0;0;0;46;Apr;2019;01.-30.04.2019;Sel14;S1;2603339;1197130;46.92525;7.48247;508;10;3,6;3;3,2;3,9;3,6;3,3;2,6;3;1,4
Agroecabrunnea;Liocranidae;0;1;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel14;S1;2603339;1197130;46.92525;7.48247;508;10;3,6;3;3,2;3,9;3,6;3,3;2,6;3;1,4
Glyphesisservulus;Linyphiidae;2;0;2;0;0;0;0;0;2;Apr;2019;01.-30.04.2019;Sel14;S1;2603339;1197130;46.92525;7.48247;508;10;3,6;3;3,2;3,9;3,6;3,3;2,6;3;1,4
NA;Lycosidae;0;0;0;1;3;4;1;5;5;Apr;2019;01.-30.04.2019;Sel15;S3;2603258;1197102;46.925;7.4814;508;16;3,5;2,8;3;3,3;3,4;3,3;2,2;2,6;2
Trochosaterricola;Lycosidae;5;1;6;0;0;0;0;0;6;Apr;2019;01.-30.04.2019;Sel15;S3;2603258;1197102;46.925;7.4814;508;16;3,5;2,8;3;3,3;3,4;3,3;2,2;2,6;2
Trochosaspinipalpis;Lycosidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel15;S3;2603258;1197102;46.925;7.4814;508;16;3,5;2,8;3;3,3;3,4;3,3;2,2;2,6;2
NA;Gnaphosidae;0;0;0;0;0;0;2;2;2;Apr;2019;01.-30.04.2019;Sel15;S3;2603258;1197102;46.925;7.4814;508;16;3,5;2,8;3;3,3;3,4;3,3;2,2;2,6;2
NA;Phrurolithidae;0;0;0;1;0;1;0;1;1;Apr;2019;01.-30.04.2019;Sel15;S3;2603258;1197102;46.925;7.4814;508;16;3,5;2,8;3;3,3;3,4;3,3;2,2;2,6;2
NA;Theridiidae;0;0;0;1;0;1;0;1;1;Apr;2019;01.-30.04.2019;Sel15;S3;2603258;1197102;46.925;7.4814;508;16;3,5;2,8;3;3,3;3,4;3,3;2,2;2,6;2
Parapelecopsisnemoralis;Linyphiidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel15;S3;2603258;1197102;46.925;7.4814;508;16;3,5;2,8;3;3,3;3,4;3,3;2,2;2,6;2
Pardosasaltans;Lycosidae;7;0;7;0;0;0;0;0;7;Apr;2019;01.-30.04.2019;Sel15;S3;2603258;1197102;46.925;7.4814;508;16;3,5;2,8;3;3,3;3,4;3,3;2,2;2,6;2
Pardosahortensis;Lycosidae;10;0;10;0;0;0;0;0;10;Apr;2019;01.-30.04.2019;Sel15;S3;2603258;1197102;46.925;7.4814;508;16;3,5;2,8;3;3,3;3,4;3,3;2,2;2,6;2
Hahniapusilla;Hahniidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel15;S3;2603258;1197102;46.925;7.4814;508;16;3,5;2,8;3;3,3;3,4;3,3;2,2;2,6;2
NA;Hahniidae;0;0;0;1;0;1;0;1;1;Apr;2019;01.-30.04.2019;Sel15;S3;2603258;1197102;46.925;7.4814;508;16;3,5;2,8;3;3,3;3,4;3,3;2,2;2,6;2
Trochosaterricola;Lycosidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel16;S2;2603140;1197035;46.9244;7.47985;507;17;3,5;3;2,9;3,5;3,4;3,5;2,2;3,4;1,9
Trochosaspinipalpis;Lycosidae;7;1;8;0;0;0;0;0;8;Apr;2019;01.-30.04.2019;Sel16;S2;2603140;1197035;46.9244;7.47985;507;17;3,5;3;2,9;3,5;3,4;3,5;2,2;3,4;1,9
Trochosaruricola;Lycosidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel16;S2;2603140;1197035;46.9244;7.47985;507;17;3,5;3;2,9;3,5;3,4;3,5;2,2;3,4;1,9
NA;Lycosidae;0;0;0;0;1;1;0;1;1;Apr;2019;01.-30.04.2019;Sel16;S2;2603140;1197035;46.9244;7.47985;507;17;3,5;3;2,9;3,5;3,4;3,5;2,2;3,4;1,9
Mermessustrilobatus;Linyphiidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel16;S2;2603140;1197035;46.9244;7.47985;507;17;3,5;3;2,9;3,5;3,4;3,5;2,2;3,4;1,9
Oedothoraxagrestis;Linyphiidae;0;1;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel16;S2;2603140;1197035;46.9244;7.47985;507;17;3,5;3;2,9;3,5;3,4;3,5;2,2;3,4;1,9
Oedothoraxretusus;Linyphiidae;11;30;41;0;0;0;0;0;41;Apr;2019;01.-30.04.2019;Sel16;S2;2603140;1197035;46.9244;7.47985;507;17;3,5;3;2,9;3,5;3,4;3,5;2,2;3,4;1,9
NA;Linyphiidae;0;0;0;1;0;1;7;8;8;Apr;2019;01.-30.04.2019;Sel16;S2;2603140;1197035;46.9244;7.47985;507;17;3,5;3;2,9;3,5;3,4;3,5;2,2;3,4;1,9
Ozyptilapraticola;Thomisidae;0;1;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel16;S2;2603140;1197035;46.9244;7.47985;507;17;3,5;3;2,9;3,5;3,4;3,5;2,2;3,4;1,9
NA;Gnaphosidae;0;0;0;1;0;1;0;1;1;Apr;2019;01.-30.04.2019;Sel16;S2;2603140;1197035;46.9244;7.47985;507;17;3,5;3;2,9;3,5;3,4;3,5;2,2;3,4;1,9
Clubionacomta;Clubionidae;0;1;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel16;S2;2603140;1197035;46.9244;7.47985;507;17;3,5;3;2,9;3,5;3,4;3,5;2,2;3,4;1,9
Alopecosapulverulenta;Lycosidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel16;S2;2603140;1197035;46.9244;7.47985;507;17;3,5;3;2,9;3,5;3,4;3,5;2,2;3,4;1,9
Pardosasaltans;Lycosidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel16;S2;2603140;1197035;46.9244;7.47985;507;17;3,5;3;2,9;3,5;3,4;3,5;2,2;3,4;1,9
Pardosahortensis;Lycosidae;6;0;6;0;0;0;0;0;6;Apr;2019;01.-30.04.2019;Sel16;S2;2603140;1197035;46.9244;7.47985;507;17;3,5;3;2,9;3,5;3,4;3,5;2,2;3,4;1,9
NA;Salticidae;0;0;0;0;1;1;0;1;1;Apr;2019;01.-30.04.2019;Sel16;S2;2603140;1197035;46.9244;7.47985;507;17;3,5;3;2,9;3,5;3,4;3,5;2,2;3,4;1,9
Trochosaterricola;Lycosidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel17;S2;2 603 120;1197016;46.92423;7.47959;508;11;3,4;2,9;2,9;3,4;3,2;3,3;2,2;3,5;2,1
Trochosaspinipalpis;Lycosidae;4;0;4;0;0;0;0;0;4;Apr;2019;01.-30.04.2019;Sel17;S2;2 603 120;1197016;46.92423;7.47959;508;11;3,4;2,9;2,9;3,4;3,2;3,3;2,2;3,5;2,1
Pardosaamentata;Lycosidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel17;S2;2 603 120;1197016;46.92423;7.47959;508;11;3,4;2,9;2,9;3,4;3,2;3,3;2,2;3,5;2,1
Pardosahortensis;Lycosidae;5;0;5;0;0;0;0;0;5;Apr;2019;01.-30.04.2019;Sel17;S2;2 603 120;1197016;46.92423;7.47959;508;11;3,4;2,9;2,9;3,4;3,2;3,3;2,2;3,5;2,1
Pardosasaltans;Lycosidae;3;0;3;0;0;0;0;0;3;Apr;2019;01.-30.04.2019;Sel17;S2;2 603 120;1197016;46.92423;7.47959;508;11;3,4;2,9;2,9;3,4;3,2;3,3;2,2;3,5;2,1
NA;Lycosidae;0;0;0;1;0;1;0;1;1;Apr;2019;01.-30.04.2019;Sel17;S2;2 603 120;1197016;46.92423;7.47959;508;11;3,4;2,9;2,9;3,4;3,2;3,3;2,2;3,5;2,1
Oedothoraxretusus;Linyphiidae;4;4;8;0;0;0;0;0;8;Apr;2019;01.-30.04.2019;Sel17;S2;2 603 120;1197016;46.92423;7.47959;508;11;3,4;2,9;2,9;3,4;3,2;3,3;2,2;3,5;2,1
Mermessustrilobatus;Linyphiidae;1;2;3;0;0;0;0;0;3;Apr;2019;01.-30.04.2019;Sel17;S2;2 603 120;1197016;46.92423;7.47959;508;11;3,4;2,9;2,9;3,4;3,2;3,3;2,2;3,5;2,1
NA;Gnaphosidae;0;0;0;1;0;1;0;1;1;Apr;2019;01.-30.04.2019;Sel17;S2;2 603 120;1197016;46.92423;7.47959;508;11;3,4;2,9;2,9;3,4;3,2;3,3;2,2;3,5;2,1
Balluschalybeius;Salticidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel17;S2;2 603 120;1197016;46.92423;7.47959;508;11;3,4;2,9;2,9;3,4;3,2;3,3;2,2;3,5;2,1
Oedothoraxretusus;Linyphiidae;5;2;7;0;0;0;0;0;7;Apr;2019;01.-30.04.2019;Sel18;S2;2603094;1196987;46.92397;7.47925;507;15;3,5;3;2,9;3,4;3,4;3,3;2,1;3,1;2
Mermessustrilobatus;Linyphiidae;3;0;3;0;0;0;0;0;3;Apr;2019;01.-30.04.2019;Sel18;S2;2603094;1196987;46.92397;7.47925;507;15;3,5;3;2,9;3,4;3,4;3,3;2,1;3,1;2
NA;Linyphiidae;0;0;0;1;0;1;3;4;4;Apr;2019;01.-30.04.2019;Sel18;S2;2603094;1196987;46.92397;7.47925;507;15;3,5;3;2,9;3,4;3,4;3,3;2,1;3,1;2
Trochosaspinipalpis;Lycosidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel18;S2;2603094;1196987;46.92397;7.47925;507;15;3,5;3;2,9;3,4;3,4;3,3;2,1;3,1;2
Pardosasaltans;Lycosidae;2;0;2;0;0;0;0;0;2;Apr;2019;01.-30.04.2019;Sel18;S2;2603094;1196987;46.92397;7.47925;507;15;3,5;3;2,9;3,4;3,4;3,3;2,1;3,1;2
Pardosahortensis;Lycosidae;8;0;8;0;0;0;0;0;8;Apr;2019;01.-30.04.2019;Sel18;S2;2603094;1196987;46.92397;7.47925;507;15;3,5;3;2,9;3,4;3,4;3,3;2,1;3,1;2
Pardosaamentata;Lycosidae;0;1;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel18;S2;2603094;1196987;46.92397;7.47925;507;15;3,5;3;2,9;3,4;3,4;3,3;2,1;3,1;2
NA;Clubionidae;0;0;0;0;0;0;1;1;1;Apr;2019;01.-30.04.2019;Sel18;S2;2603094;1196987;46.92397;7.47925;507;15;3,5;3;2,9;3,4;3,4;3,3;2,1;3,1;2
Ozyptilapraticola;Thomisidae;2;0;2;0;0;0;0;0;2;Apr;2019;01.-30.04.2019;Sel18;S2;2603094;1196987;46.92397;7.47925;507;15;3,5;3;2,9;3,4;3,4;3,3;2,1;3,1;2
Porrhommaoblitum;Linyphiidae;0;1;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel18;S2;2603094;1196987;46.92397;7.47925;507;15;3,5;3;2,9;3,4;3,4;3,3;2,1;3,1;2
Oedothoraxretusus;Linyphiidae;17;1;18;0;0;0;0;0;18;Apr;2019;01.-30.04.2019;Sel19;S2;2603083;1196981;46.92391;7.47911;507;17;3,4;2,9;2,6;3,5;3,2;3,5;2,2;3,6;1,9
NA;Linyphiidae;0;0;0;1;0;1;6;7;7;Apr;2019;01.-30.04.2019;Sel19;S2;2603083;1196981;46.92391;7.47911;507;17;3,4;2,9;2,6;3,5;3,2;3,5;2,2;3,6;1,9
Pachygnathaclercki;Tetragnathidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel19;S2;2603083;1196981;46.92391;7.47911;507;17;3,4;2,9;2,6;3,5;3,2;3,5;2,2;3,6;1,9
NA;Lycosidae;0;0;0;0;1;1;1;2;2;Apr;2019;01.-30.04.2019;Sel19;S2;2603083;1196981;46.92391;7.47911;507;17;3,4;2,9;2,6;3,5;3,2;3,5;2,2;3,6;1,9
Agroecabrunnea;Liocranidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel19;S2;2603083;1196981;46.92391;7.47911;507;17;3,4;2,9;2,6;3,5;3,2;3,5;2,2;3,6;1,9
Pardosasaltans;Lycosidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel19;S2;2603083;1196981;46.92391;7.47911;507;17;3,4;2,9;2,6;3,5;3,2;3,5;2,2;3,6;1,9
Mermessustrilobatus;Linyphiidae;0;1;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel19;S2;2603083;1196981;46.92391;7.47911;507;17;3,4;2,9;2,6;3,5;3,2;3,5;2,2;3,6;1,9
Centromerusserratus;Linyphiidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel20;S2;2603024;1196928;46.92344;7.47833;507;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Oedothoraxretusus;Linyphiidae;2;0;2;0;0;0;0;0;2;Apr;2019;01.-30.04.2019;Sel20;S2;2603024;1196928;46.92344;7.47833;507;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Linyphiidae;0;0;0;2;0;2;0;2;2;Apr;2019;01.-30.04.2019;Sel20;S2;2603024;1196928;46.92344;7.47833;507;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Lycosidae;0;0;0;0;0;0;1;1;1;Apr;2019;01.-30.04.2019;Sel20;S2;2603024;1196928;46.92344;7.47833;507;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Mermessustrilobatus;Linyphiidae;0;1;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel20;S2;2603024;1196928;46.92344;7.47833;507;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Thomisidae;0;0;0;0;0;0;2;2;2;Apr;2019;01.-30.04.2019;Sel20;S2;2603024;1196928;46.92344;7.47833;507;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Trochosaruricola;Lycosidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel20;S2;2603024;1196928;46.92344;7.47833;507;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Ozyptilapraticola;Thomisidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel20;S2;2603024;1196928;46.92344;7.47833;507;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Gnaphosidae;0;0;0;0;1;1;0;1;1;Apr;2019;01.-30.04.2019;Sel20;S2;2603024;1196928;46.92344;7.47833;507;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Phrurolithidae;0;0;0;1;0;1;0;1;1;Apr;2019;01.-30.04.2019;Sel20;S2;2603024;1196928;46.92344;7.47833;507;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Clubionaphragmitis;Clubionidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel20;S2;2603024;1196928;46.92344;7.47833;507;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Pardosahortensis;Lycosidae;33;3;36;0;0;0;0;0;36;Apr;2019;01.-30.04.2019;Sel20;S2;2603024;1196928;46.92344;7.47833;507;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Pardosaamentata;Lycosidae;2;0;2;0;0;0;0;0;2;Apr;2019;01.-30.04.2019;Sel20;S2;2603024;1196928;46.92344;7.47833;507;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Pardosasaltans;Lycosidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel20;S2;2603024;1196928;46.92344;7.47833;507;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Linyphiidae;0;0;0;2;1;3;4;7;7;Apr;2019;01.-30.04.2019;Sel21;S2;2603004;1196907;46.92325;7.47807;507;15;3,5;3;3;3,7;3,4;3,5;2,5;3,7;1,6
NA;Lycosidae;0;0;0;0;0;0;1;1;1;Apr;2019;01.-30.04.2019;Sel21;S2;2603004;1196907;46.92325;7.47807;507;15;3,5;3;3;3,7;3,4;3,5;2,5;3,7;1,6
Oedothoraxretusus;Linyphiidae;0;2;2;0;0;0;0;0;2;Apr;2019;01.-30.04.2019;Sel21;S2;2603004;1196907;46.92325;7.47807;507;15;3,5;3;3;3,7;3,4;3,5;2,5;3,7;1,6
Mermessustrilobatus;Linyphiidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel21;S2;2603004;1196907;46.92325;7.47807;507;15;3,5;3;3;3,7;3,4;3,5;2,5;3,7;1,6
Pardosaamentata;Lycosidae;9;1;10;0;0;0;0;0;10;Apr;2019;01.-30.04.2019;Sel21;S2;2603004;1196907;46.92325;7.47807;507;15;3,5;3;3;3,7;3,4;3,5;2,5;3,7;1,6
NA;Lycosidae;0;0;0;2;0;2;3;5;5;Apr;2019;01.-30.04.2019;Sel22;S2;2602983;1196899;46.92318;7.47779;507;13;3,5;2,9;3,1;3,6;3,6;3,5;2,7;3,2;1,6
NA;Linyphiidae;0;0;0;0;0;0;1;1;1;Apr;2019;01.-30.04.2019;Sel22;S2;2602983;1196899;46.92318;7.47779;507;13;3,5;2,9;3,1;3,6;3,6;3,5;2,7;3,2;1,6
Oedothoraxretusus;Linyphiidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel22;S2;2602983;1196899;46.92318;7.47779;507;13;3,5;2,9;3,1;3,6;3,6;3,5;2,7;3,2;1,6
Gnathonariumdentatum;Linyphiidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel22;S2;2602983;1196899;46.92318;7.47779;507;13;3,5;2,9;3,1;3,6;3,6;3,5;2,7;3,2;1,6
Porrhommaoblitum;Linyphiidae;2;0;2;0;0;0;0;0;2;Apr;2019;01.-30.04.2019;Sel22;S2;2602983;1196899;46.92318;7.47779;507;13;3,5;2,9;3,1;3,6;3,6;3,5;2,7;3,2;1,6
NA;Lycosidae;0;0;0;1;1;2;1;3;3;Apr;2019;01.-30.04.2019;Sel23;S2;2602966;1196876;46.92297;7.47757;507;10;3,6;3;3,2;3,8;3,8;3,8;2,6;3,2;1,6
Pachygnathaclercki;Tetragnathidae;1;1;2;0;0;0;0;0;2;Apr;2019;01.-30.04.2019;Sel23;S2;2602966;1196876;46.92297;7.47757;507;10;3,6;3;3,2;3,8;3,8;3,8;2,6;3,2;1,6
Mermessustrilobatus;Linyphiidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel23;S2;2602966;1196876;46.92297;7.47757;507;10;3,6;3;3,2;3,8;3,8;3,8;2,6;3,2;1,6
Pardosaamentata;Lycosidae;1;2;3;0;0;0;0;0;3;Apr;2019;01.-30.04.2019;Sel23;S2;2602966;1196876;46.92297;7.47757;507;10;3,6;3;3,2;3,8;3,8;3,8;2,6;3,2;1,6
Porrhommaoblitum;Linyphiidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel23;S2;2602966;1196876;46.92297;7.47757;507;10;3,6;3;3,2;3,8;3,8;3,8;2,6;3,2;1,6
NA;Lycosidae;0;0;0;1;2;3;0;3;3;Apr;2019;01.-30.04.2019;Sel24;S2;2602943;1196880;46.92301;7.47727;507;11;3,6;3;3,1;3,9;3,6;3,5;2,9;3,2;1,2
NA;Linyphiidae;0;0;0;1;1;2;2;4;4;Apr;2019;01.-30.04.2019;Sel24;S2;2602943;1196880;46.92301;7.47727;507;11;3,6;3;3,1;3,9;3,6;3,5;2,9;3,2;1,2
Pardosasaltans;Lycosidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel24;S2;2602943;1196880;46.92301;7.47727;507;11;3,6;3;3,1;3,9;3,6;3,5;2,9;3,2;1,2
Pardosaamentata;Lycosidae;6;0;6;0;0;0;0;0;6;Apr;2019;01.-30.04.2019;Sel24;S2;2602943;1196880;46.92301;7.47727;507;11;3,6;3;3,1;3,9;3,6;3,5;2,9;3,2;1,2
Mermessustrilobatus;Linyphiidae;2;2;4;0;0;0;0;0;4;Apr;2019;01.-30.04.2019;Sel24;S2;2602943;1196880;46.92301;7.47727;507;11;3,6;3;3,1;3,9;3,6;3,5;2,9;3,2;1,2
Oedothoraxretusus;Linyphiidae;1;2;3;0;0;0;0;0;3;Apr;2019;01.-30.04.2019;Sel24;S2;2602943;1196880;46.92301;7.47727;507;11;3,6;3;3,1;3,9;3,6;3,5;2,9;3,2;1,2
Clubionaphragmitis;Clubionidae;1;0;1;0;0;0;0;0;1;Apr;2019;01.-30.04.2019;Sel24;S2;2602943;1196880;46.92301;7.47727;507;11;3,6;3;3,1;3,9;3,6;3,5;2,9;3,2;1,2
